100 50
1 1 N
1 2 B
1 3 N
1 4 H
1 5 N
1 6 T
1 7 N
1 8 N
1 9 T
1 10 N
1 11 T
1 12 H
1 13 H
1 14 N
1 15 H
1 16 N
1 17 B
1 18 T
1 19 T
1 20 N
1 21 B
1 22 N
1 23 H
1 24 T
1 25 N
1 26 H
1 27 T
1 28 B
1 29 T
1 30 N
1 31 T
1 32 N
1 33 T
1 34 H
1 35 T
1 36 T
1 37 H
1 38 N
1 39 H
1 40 N
1 41 N
1 42 H
1 43 T
1 44 T
1 45 H
1 46 H
1 47 H
1 48 N
1 49 N
1 50 N
2 1 T
2 2 N
2 3 B
2 4 N
2 5 N
2 6 T
2 7 H
2 8 H
2 9 N
2 10 T
2 11 N
2 12 N
2 13 B
2 14 N
2 15 N
2 16 T
2 17 H
2 18 N
2 19 N
2 20 N
2 21 N
2 22 T
2 23 N
2 24 N
2 25 N
2 26 N
2 27 N
2 28 B
2 29 T
2 30 T
2 31 T
2 32 H
2 33 H
2 34 T
2 35 N
2 36 T
2 37 N
2 38 N
2 39 N
2 40 N
2 41 N
2 42 B
2 43 T
2 44 N
2 45 N
2 46 N
2 47 N
2 48 H
2 49 N
2 50 T
3 1 H
3 2 N
3 3 N
3 4 N
3 5 N
3 6 N
3 7 N
3 8 N
3 9 T
3 10 H
3 11 N
3 12 T
3 13 T
3 14 N
3 15 N
3 16 N
3 17 T
3 18 H
3 19 N
3 20 N
3 21 N
3 22 H
3 23 B
3 24 T
3 25 N
3 26 B
3 27 B
3 28 N
3 29 N
3 30 N
3 31 N
3 32 T
3 33 H
3 34 T
3 35 H
3 36 T
3 37 H
3 38 N
3 39 B
3 40 T
3 41 H
3 42 N
3 43 H
3 44 N
3 45 N
3 46 N
3 47 N
3 48 N
3 49 T
3 50 T
4 1 N
4 2 N
4 3 N
4 4 H
4 5 T
4 6 B
4 7 T
4 8 N
4 9 N
4 10 H
4 11 B
4 12 N
4 13 N
4 14 B
4 15 N
4 16 N
4 17 H
4 18 N
4 19 H
4 20 B
4 21 N
4 22 N
4 23 N
4 24 N
4 25 T
4 26 B
4 27 N
4 28 N
4 29 H
4 30 T
4 31 N
4 32 H
4 33 N
4 34 H
4 35 T
4 36 N
4 37 N
4 38 N
4 39 N
4 40 N
4 41 N
4 42 N
4 43 N
4 44 N
4 45 B
4 46 N
4 47 T
4 48 T
4 49 N
4 50 T
5 1 T
5 2 T
5 3 N
5 4 T
5 5 N
5 6 N
5 7 N
5 8 N
5 9 T
5 10 N
5 11 N
5 12 H
5 13 N
5 14 B
5 15 N
5 16 N
5 17 N
5 18 T
5 19 B
5 20 N
5 21 H
5 22 B
5 23 H
5 24 N
5 25 H
5 26 H
5 27 T
5 28 T
5 29 B
5 30 H
5 31 T
5 32 T
5 33 N
5 34 N
5 35 T
5 36 N
5 37 T
5 38 B
5 39 H
5 40 H
5 41 N
5 42 N
5 43 T
5 44 H
5 45 N
5 46 N
5 47 N
5 48 H
5 49 N
5 50 N
6 1 H
6 2 N
6 3 N
6 4 H
6 5 T
6 6 H
6 7 H
6 8 H
6 9 T
6 10 N
6 11 N
6 12 N
6 13 N
6 14 B
6 15 N
6 16 N
6 17 T
6 18 N
6 19 B
6 20 N
6 21 H
6 22 N
6 23 T
6 24 N
6 25 N
6 26 N
6 27 N
6 28 H
6 29 N
6 30 N
6 31 N
6 32 N
6 33 H
6 34 B
6 35 N
6 36 N
6 37 N
6 38 B
6 39 N
6 40 N
6 41 N
6 42 T
6 43 B
6 44 N
6 45 N
6 46 H
6 47 B
6 48 T
6 49 H
6 50 H
7 1 N
7 2 N
7 3 B
7 4 N
7 5 T
7 6 H
7 7 B
7 8 H
7 9 H
7 10 N
7 11 T
7 12 N
7 13 B
7 14 N
7 15 H
7 16 H
7 17 N
7 18 N
7 19 H
7 20 N
7 21 N
7 22 B
7 23 T
7 24 N
7 25 H
7 26 T
7 27 N
7 28 N
7 29 H
7 30 T
7 31 T
7 32 T
7 33 N
7 34 H
7 35 N
7 36 T
7 37 N
7 38 N
7 39 B
7 40 H
7 41 H
7 42 N
7 43 H
7 44 H
7 45 N
7 46 T
7 47 N
7 48 N
7 49 H
7 50 H
8 1 H
8 2 N
8 3 N
8 4 T
8 5 N
8 6 B
8 7 T
8 8 N
8 9 B
8 10 H
8 11 N
8 12 N
8 13 H
8 14 N
8 15 N
8 16 N
8 17 H
8 18 N
8 19 N
8 20 N
8 21 H
8 22 H
8 23 N
8 24 N
8 25 B
8 26 N
8 27 T
8 28 N
8 29 N
8 30 N
8 31 N
8 32 H
8 33 N
8 34 B
8 35 T
8 36 N
8 37 B
8 38 N
8 39 N
8 40 N
8 41 H
8 42 N
8 43 N
8 44 N
8 45 T
8 46 T
8 47 N
8 48 N
8 49 T
8 50 B
9 1 T
9 2 N
9 3 N
9 4 H
9 5 N
9 6 N
9 7 B
9 8 N
9 9 T
9 10 N
9 11 N
9 12 H
9 13 H
9 14 B
9 15 T
9 16 N
9 17 N
9 18 N
9 19 H
9 20 N
9 21 T
9 22 H
9 23 N
9 24 B
9 25 N
9 26 H
9 27 N
9 28 T
9 29 H
9 30 T
9 31 H
9 32 N
9 33 N
9 34 N
9 35 N
9 36 H
9 37 B
9 38 B
9 39 T
9 40 N
9 41 N
9 42 N
9 43 H
9 44 N
9 45 N
9 46 N
9 47 N
9 48 N
9 49 H
9 50 T
10 1 H
10 2 N
10 3 N
10 4 B
10 5 N
10 6 N
10 7 H
10 8 N
10 9 N
10 10 N
10 11 H
10 12 N
10 13 N
10 14 T
10 15 N
10 16 N
10 17 N
10 18 N
10 19 N
10 20 H
10 21 N
10 22 N
10 23 T
10 24 B
10 25 H
10 26 H
10 27 T
10 28 N
10 29 N
10 30 N
10 31 N
10 32 N
10 33 N
10 34 H
10 35 N
10 36 N
10 37 N
10 38 N
10 39 N
10 40 H
10 41 N
10 42 N
10 43 N
10 44 N
10 45 N
10 46 H
10 47 N
10 48 T
10 49 N
10 50 B
11 1 H
11 2 N
11 3 B
11 4 T
11 5 B
11 6 N
11 7 N
11 8 N
11 9 N
11 10 N
11 11 N
11 12 T
11 13 N
11 14 H
11 15 T
11 16 N
11 17 N
11 18 N
11 19 H
11 20 B
11 21 N
11 22 N
11 23 N
11 24 T
11 25 N
11 26 B
11 27 N
11 28 T
11 29 N
11 30 N
11 31 N
11 32 N
11 33 N
11 34 N
11 35 H
11 36 T
11 37 N
11 38 T
11 39 H
11 40 N
11 41 T
11 42 N
11 43 N
11 44 N
11 45 N
11 46 H
11 47 H
11 48 T
11 49 H
11 50 N
12 1 B
12 2 N
12 3 H
12 4 N
12 5 H
12 6 H
12 7 T
12 8 N
12 9 H
12 10 H
12 11 H
12 12 N
12 13 H
12 14 N
12 15 N
12 16 N
12 17 T
12 18 B
12 19 N
12 20 H
12 21 H
12 22 T
12 23 H
12 24 H
12 25 T
12 26 N
12 27 N
12 28 H
12 29 N
12 30 H
12 31 H
12 32 N
12 33 N
12 34 T
12 35 N
12 36 B
12 37 H
12 38 N
12 39 H
12 40 T
12 41 H
12 42 H
12 43 H
12 44 N
12 45 N
12 46 B
12 47 N
12 48 T
12 49 N
12 50 H
13 1 T
13 2 N
13 3 N
13 4 B
13 5 N
13 6 N
13 7 N
13 8 H
13 9 T
13 10 H
13 11 N
13 12 N
13 13 N
13 14 N
13 15 N
13 16 H
13 17 H
13 18 N
13 19 T
13 20 B
13 21 N
13 22 T
13 23 B
13 24 N
13 25 H
13 26 N
13 27 T
13 28 T
13 29 N
13 30 H
13 31 N
13 32 T
13 33 H
13 34 N
13 35 N
13 36 B
13 37 N
13 38 N
13 39 N
13 40 T
13 41 H
13 42 N
13 43 T
13 44 T
13 45 N
13 46 N
13 47 T
13 48 N
13 49 T
13 50 N
14 1 N
14 2 T
14 3 T
14 4 H
14 5 N
14 6 N
14 7 N
14 8 N
14 9 T
14 10 N
14 11 N
14 12 T
14 13 N
14 14 N
14 15 N
14 16 N
14 17 T
14 18 T
14 19 N
14 20 N
14 21 H
14 22 T
14 23 H
14 24 T
14 25 N
14 26 N
14 27 H
14 28 H
14 29 N
14 30 N
14 31 H
14 32 T
14 33 N
14 34 T
14 35 N
14 36 H
14 37 N
14 38 T
14 39 B
14 40 N
14 41 B
14 42 B
14 43 H
14 44 N
14 45 T
14 46 N
14 47 N
14 48 N
14 49 B
14 50 N
15 1 T
15 2 T
15 3 T
15 4 N
15 5 N
15 6 N
15 7 N
15 8 H
15 9 T
15 10 N
15 11 N
15 12 N
15 13 N
15 14 H
15 15 N
15 16 N
15 17 H
15 18 T
15 19 B
15 20 N
15 21 N
15 22 N
15 23 T
15 24 B
15 25 N
15 26 T
15 27 H
15 28 N
15 29 N
15 30 T
15 31 N
15 32 N
15 33 N
15 34 T
15 35 N
15 36 T
15 37 N
15 38 H
15 39 N
15 40 H
15 41 N
15 42 N
15 43 N
15 44 H
15 45 T
15 46 N
15 47 T
15 48 T
15 49 T
15 50 N
16 1 T
16 2 N
16 3 H
16 4 T
16 5 N
16 6 T
16 7 N
16 8 B
16 9 T
16 10 H
16 11 N
16 12 N
16 13 N
16 14 T
16 15 H
16 16 T
16 17 N
16 18 N
16 19 N
16 20 T
16 21 H
16 22 N
16 23 H
16 24 N
16 25 B
16 26 H
16 27 T
16 28 H
16 29 H
16 30 T
16 31 N
16 32 N
16 33 T
16 34 N
16 35 N
16 36 N
16 37 N
16 38 N
16 39 N
16 40 H
16 41 N
16 42 T
16 43 B
16 44 N
16 45 B
16 46 N
16 47 N
16 48 H
16 49 T
16 50 T
17 1 T
17 2 N
17 3 N
17 4 B
17 5 T
17 6 N
17 7 T
17 8 N
17 9 N
17 10 B
17 11 H
17 12 N
17 13 N
17 14 N
17 15 N
17 16 N
17 17 H
17 18 B
17 19 T
17 20 N
17 21 N
17 22 N
17 23 T
17 24 N
17 25 N
17 26 N
17 27 N
17 28 N
17 29 B
17 30 N
17 31 H
17 32 B
17 33 H
17 34 N
17 35 N
17 36 T
17 37 T
17 38 H
17 39 N
17 40 N
17 41 H
17 42 B
17 43 N
17 44 B
