100 50
1 1 N
1 2 T
1 3 B
1 4 N
1 5 N
1 6 N
1 7 N
1 8 T
1 9 N
1 10 N
1 11 T
1 12 T
1 13 N
1 14 N
1 15 N
1 16 N
1 17 N
1 18 H
1 19 T
1 20 N
1 21 T
1 22 N
1 23 N
1 24 H
1 25 N
1 26 B
1 27 N
1 28 N
1 29 N
1 30 T
1 31 T
1 32 T
1 33 N
1 34 N
1 35 B
1 36 H
1 37 N
1 38 N
1 39 H
1 40 B
1 41 N
1 42 H
1 43 N
1 44 T
1 45 T
1 46 N
1 47 H
1 48 N
1 49 T
1 50 H
2 1 T
2 2 N
2 3 N
2 4 H
2 5 N
2 6 T
2 7 T
2 8 H
2 9 N
2 10 H
2 11 T
2 12 N
2 13 H
2 14 B
2 15 N
2 16 N
2 17 N
2 18 N
2 19 N
2 20 N
2 21 N
2 22 T
2 23 T
2 24 B
2 25 B
2 26 T
2 27 N
2 28 T
2 29 N
2 30 H
2 31 N
2 32 N
2 33 T
2 34 H
2 35 N
2 36 H
2 37 N
2 38 N
2 39 N
2 40 N
2 41 B
2 42 N
2 43 H
2 44 T
2 45 N
2 46 N
2 47 H
2 48 B
2 49 T
2 50 B
3 1 T
3 2 N
3 3 N
3 4 N
3 5 N
3 6 N
3 7 N
3 8 H
3 9 N
3 10 N
3 11 H
3 12 T
3 13 N
3 14 N
3 15 B
3 16 B
3 17 H
3 18 H
3 19 H
3 20 N
3 21 H
3 22 B
3 23 H
3 24 B
3 25 N
3 26 T
3 27 N
3 28 N
3 29 N
3 30 H
3 31 B
3 32 B
3 33 B
3 34 N
3 35 H
3 36 N
3 37 B
3 38 N
3 39 N
3 40 H
3 41 T
3 42 B
3 43 N
3 44 N
3 45 T
3 46 H
3 47 N
3 48 N
3 49 N
3 50 N
4 1 H
4 2 N
4 3 N
4 4 T
4 5 N
4 6 N
4 7 N
4 8 N
4 9 B
4 10 N
4 11 N
4 12 N
4 13 N
4 14 N
4 15 B
4 16 N
4 17 B
4 18 N
4 19 N
4 20 H
4 21 T
4 22 N
4 23 T
4 24 H
4 25 N
4 26 N
4 27 H
4 28 N
4 29 N
4 30 T
4 31 N
4 32 H
4 33 N
4 34 N
4 35 H
4 36 T
4 37 N
4 38 N
4 39 H
4 40 T
4 41 N
4 42 B
4 43 H
4 44 N
4 45 B
4 46 N
4 47 N
4 48 N
4 49 N
4 50 N
5 1 B
5 2 N
5 3 H
5 4 T
5 5 N
5 6 T
5 7 N
5 8 B
5 9 H
5 10 B
5 11 N
5 12 T
5 13 T
5 14 H
5 15 N
5 16 N
5 17 N
5 18 N
5 19 H
5 20 N
5 21 N
5 22 N
5 23 H
5 24 H
5 25 H
5 26 H
5 27 H
5 28 T
5 29 N
5 30 N
5 31 N
5 32 H
5 33 N
5 34 T
5 35 N
5 36 N
5 37 N
5 38 H
5 39 T
5 40 N
5 41 N
5 42 N
5 43 N
5 44 T
5 45 N
5 46 T
5 47 T
5 48 N
5 49 N
5 50 T
6 1 N
6 2 H
6 3 N
6 4 H
6 5 T
6 6 N
6 7 B
6 8 N
6 9 B
6 10 H
6 11 T
6 12 N
6 13 H
6 14 H
6 15 N
6 16 N
6 17 H
6 18 N
6 19 H
6 20 N
6 21 T
6 22 N
6 23 N
6 24 N
6 25 H
6 26 T
6 27 B
6 28 T
6 29 N
6 30 H
6 31 T
6 32 T
6 33 H
6 34 T
6 35 H
6 36 N
6 37 H
6 38 H
6 39 N
6 40 H
6 41 T
6 42 H
6 43 N
6 44 N
6 45 N
6 46 H
6 47 T
6 48 T
6 49 N
6 50 T
7 1 N
7 2 H
7 3 H
7 4 B
7 5 N
7 6 N
7 7 N
7 8 H
7 9 H
7 10 N
7 11 N
7 12 N
7 13 T
7 14 N
7 15 H
7 16 N
7 17 N
7 18 N
7 19 H
7 20 N
7 21 N
7 22 H
7 23 T
7 24 T
7 25 H
7 26 H
7 27 B
7 28 N
7 29 T
7 30 N
7 31 H
7 32 B
7 33 B
7 34 B
7 35 T
7 36 H
7 37 T
7 38 T
7 39 T
7 40 N
7 41 B
7 42 T
7 43 H
7 44 B
7 45 N
7 46 H
7 47 N
7 48 N
7 49 T
7 50 H
8 1 N
8 2 N
8 3 N
8 4 T
8 5 T
8 6 N
8 7 N
8 8 N
8 9 N
8 10 N
8 11 H
8 12 N
8 13 B
8 14 N
8 15 N
8 16 H
8 17 N
8 18 T
8 19 T
8 20 T
8 21 H
8 22 N
8 23 N
8 24 N
8 25 T
8 26 N
8 27 N
8 28 H
8 29 T
8 30 H
8 31 T
8 32 B
8 33 B
8 34 N
8 35 N
8 36 N
8 37 N
8 38 N
8 39 H
8 40 N
8 41 H
8 42 N
8 43 B
8 44 H
8 45 N
8 46 N
8 47 T
8 48 N
8 49 H
8 50 N
9 1 H
9 2 T
9 3 N
9 4 T
9 5 N
9 6 H
9 7 H
9 8 H
9 9 H
9 10 T
9 11 B
9 12 H
9 13 N
9 14 N
9 15 H
9 16 T
9 17 T
9 18 H
9 19 N
9 20 N
9 21 N
9 22 N
9 23 N
9 24 B
9 25 H
9 26 N
9 27 N
9 28 N
9 29 N
9 30 N
9 31 N
9 32 N
9 33 H
9 34 N
9 35 N
9 36 H
9 37 N
9 38 N
9 39 N
9 40 T
9 41 N
9 42 N
9 43 B
9 44 N
9 45 T
9 46 H
9 47 H
9 48 T
9 49 N
9 50 N
10 1 N
10 2 T
10 3 T
10 4 N
10 5 T
10 6 N
10 7 T
10 8 H
10 9 H
10 10 N
10 11 H
10 12 H
10 13 T
10 14 N
10 15 N
10 16 N
10 17 T
10 18 B
10 19 H
10 20 N
10 21 N
10 22 N
10 23 N
10 24 T
10 25 N
10 26 T
10 27 N
10 28 T
10 29 N
10 30 N
10 31 N
10 32 T
10 33 T
10 34 N
10 35 N
10 36 T
10 37 H
10 38 B
10 39 N
10 40 B
10 41 B
10 42 T
10 43 N
10 44 N
10 45 T
10 46 H
10 47 T
10 48 B
10 49 H
10 50 N
11 1 N
11 2 H
11 3 N
11 4 T
11 5 H
11 6 T
11 7 N
11 8 T
11 9 N
11 10 N
11 11 N
11 12 B
11 13 T
11 14 H
11 15 H
11 16 N
11 17 N
11 18 N
11 19 N
11 20 T
11 21 B
11 22 T
11 23 T
11 24 N
11 25 N
11 26 T
11 27 N
11 28 N
11 29 T
11 30 H
11 31 T
11 32 H
11 33 T
11 34 H
11 35 T
11 36 N
11 37 T
11 38 H
11 39 N
11 40 N
11 41 N
11 42 H
11 43 H
11 44 N
11 45 N
11 46 B
11 47 N
11 48 H
11 49 N
11 50 T
12 1 N
12 2 N
12 3 H
12 4 N
12 5 H
12 6 B
12 7 H
12 8 N
