100 50
1 1 B
1 2 N
1 3 N
1 4 N
1 5 N
1 6 T
1 7 T
1 8 B
1 9 H
1 10 N
1 11 T
1 12 H
1 13 N
1 14 T
1 15 B
1 16 T
1 17 T
1 18 H
1 19 T
1 20 H
1 21 N
1 22 N
1 23 N
1 24 N
1 25 T
1 26 N
1 27 N
1 28 N
1 29 B
1 30 N
1 31 T
1 32 N
1 33 N
1 34 N
1 35 H
1 36 T
1 37 N
1 38 B
1 39 B
1 40 N
1 41 T
1 42 N
1 43 T
1 44 N
1 45 N
1 46 N
1 47 T
1 48 T
1 49 N
1 50 T
2 1 N
2 2 N
2 3 H
2 4 H
2 5 N
2 6 N
2 7 N
2 8 H
2 9 N
2 10 T
2 11 N
2 12 N
2 13 N
2 14 H
2 15 H
2 16 N
2 17 N
2 18 N
2 19 T
2 20 H
2 21 N
2 22 N
2 23 T
2 24 H
2 25 H
2 26 N
2 27 N
2 28 N
2 29 T
2 30 T
2 31 H
2 32 N
2 33 N
2 34 T
2 35 T
2 36 N
2 37 T
2 38 N
2 39 T
2 40 H
2 41 T
2 42 N
2 43 N
2 44 N
2 45 B
2 46 H
2 47 N
2 48 N
2 49 N
2 50 T
3 1 N
3 2 N
3 3 N
3 4 N
3 5 N
3 6 H
3 7 N
3 8 B
3 9 N
3 10 T
3 11 B
3 12 N
3 13 H
3 14 T
3 15 H
3 16 N
3 17 H
3 18 T
3 19 H
3 20 N
3 21 T
3 22 N
3 23 N
3 24 T
3 25 H
3 26 N
3 27 N
3 28 N
3 29 N
3 30 T
3 31 N
3 32 T
3 33 N
3 34 H
3 35 N
3 36 N
3 37 T
3 38 B
3 39 N
3 40 H
3 41 N
3 42 H
3 43 H
3 44 B
3 45 H
3 46 N
3 47 N
3 48 N
3 49 N
3 50 N
4 1 H
4 2 T
4 3 H
4 4 H
4 5 N
4 6 N
4 7 N
4 8 T
4 9 N
4 10 T
4 11 H
4 12 T
4 13 H
4 14 N
4 15 H
4 16 N
4 17 T
4 18 H
4 19 H
4 20 N
4 21 N
4 22 N
4 23 B
4 24 T
4 25 T
4 26 B
4 27 T
4 28 H
4 29 N
4 30 B
4 31 N
4 32 N
4 33 H
4 34 H
4 35 N
4 36 N
4 37 B
4 38 N
4 39 T
4 40 N
4 41 N
4 42 N
4 43 N
4 44 N
4 45 H
4 46 T
4 47 T
4 48 H
4 49 N
4 50 N
5 1 N
5 2 T
5 3 H
5 4 N
5 5 H
5 6 N
5 7 N
5 8 N
5 9 T
5 10 N
5 11 N
5 12 N
5 13 H
5 14 N
5 15 T
5 16 N
5 17 N
5 18 B
5 19 B
5 20 N
5 21 T
5 22 N
5 23 H
5 24 N
5 25 N
5 26 H
5 27 N
5 28 N
5 29 H
5 30 B
5 31 N
