99, 37
99, 37
99, 37
99, 37
99, 38
99, 38
99, 38
99, 39
99, 39
99, 40
99, 40
99, 40
99, 39
99, 39
98, 39
98, 39
97, 39
98, 39
97, 39
98, 39
98, 38
99, 38
99, 38
99, 38
99, 38
98, 38
98, 37
98, 37
99, 37
98, 37
98, 38
98, 37
99, 37
99, 37
99, 38
99, 37
99, 37
98, 37
98, 37
98, 38
98, 37
98, 37
97, 37
97, 37
96, 37
96, 38
96, 37
95, 37
95, 37
94, 37
94, 36
94, 36
94, 36
94, 37
95, 37
95, 38
96, 38
96, 37
96, 38
97, 38
97, 38
97, 37
97, 36
97, 36
96, 36
97, 36
97, 36
97, 36
97, 36
97, 35
97, 36
97, 36
97, 35
98, 35
99, 35
99, 36
99, 36
99, 36
99, 36
99, 36
99, 37
99, 36
99, 36
99, 36
99, 37
98, 37
99, 37
99, 37
99, 37
99, 37
99, 37
99, 36
99, 35
98, 35
99, 35
99, 36
99, 36
99, 36
99, 36
99, 36
99, 36
DDDRDURDRDULDURUDUDLDLDRULLDURLDDRLUUURLLURURLUDULULRDRDLRDDLLDUDRDDLRDLDDRUDDURLUDRUDDDDDLLUDRUDDUD
TTTHHHNTHTTNTNNNNNNHHHHHNNNTNHNTTHTNNNHTNNNHNNHHNHHNTHTNHNNNNHHTHHHHNHNNHTHHHHHTHHHTNHTTTTHTNTHHHHHH
