90, 15
90, 14
89, 14
90, 14
90, 15
90, 14
89, 14
88, 14
88, 14
88, 14
88, 15
89, 15
89, 15
89, 14
90, 14
90, 15
89, 15
90, 15
90, 16
90, 15
90, 16
90, 16
90, 16
91, 16
91, 17
91, 18
91, 17
92, 17
91, 17
91, 17
91, 18
91, 17
92, 17
92, 16
92, 17
92, 18
91, 18
92, 18
92, 18
93, 18
94, 18
95, 18
96, 18
96, 19
95, 19
95, 20
95, 19
96, 19
97, 19
96, 19
97, 19
96, 19
97, 19
96, 19
96, 18
96, 17
96, 18
96, 18
97, 18
97, 17
97, 16
98, 16
99, 16
98, 16
98, 17
98, 16
98, 16
98, 17
98, 18
97, 18
97, 19
96, 19
95, 19
94, 19
94, 18
93, 18
92, 18
91, 18
91, 17
92, 17
92, 18
91, 18
91, 19
91, 20
91, 19
92, 19
93, 19
94, 19
95, 19
95, 20
94, 20
94, 21
94, 21
94, 21
94, 21
94, 21
93, 21
93, 21
93, 21
93, 21
92, 21
LUDRLUUUURDRLDRUDRLRLUDRRLDUURLDLRRUDRDDDDRURLDDUDUDULLRUDLLDDURLURRURUUULUUULDRURRLDDDDRURRRRRURDDU
NTNNNTTTTNNNNTNNNNNNNNNTHNTNTHTTNTTHTTTNNNTTHTTNTNTNTNTNNTNNHNTNHHNNTNTTNNTTHTTTHNTNNTNTHTNNNHNNTTTN
