56, 41
56, 41
57, 41
56, 41
56, 40
55, 40
55, 39
55, 38
55, 39
56, 39
56, 38
57, 38
57, 38
57, 37
57, 36
57, 36
57, 36
56, 36
56, 36
56, 37
56, 38
56, 38
57, 38
56, 38
55, 38
55, 37
55, 38
55, 38
55, 39
55, 38
55, 39
56, 39
55, 39
54, 39
54, 40
53, 40
53, 40
52, 40
52, 40
52, 40
51, 40
51, 40
51, 40
51, 40
51, 39
51, 40
51, 41
52, 41
53, 41
54, 41
54, 40
53, 40
54, 40
53, 40
52, 40
52, 41
51, 41
52, 41
51, 41
51, 41
50, 41
49, 41
49, 40
50, 40
51, 40
51, 40
51, 40
50, 40
50, 39
50, 38
51, 38
51, 37
51, 38
51, 37
52, 37
52, 38
52, 37
53, 37
53, 37
52, 37
51, 37
52, 37
52, 38
51, 38
50, 38
49, 38
50, 38
51, 38
51, 39
52, 39
52, 40
52, 39
52, 40
53, 40
53, 40
53, 39
53, 39
54, 39
55, 39
54, 39
54, 38
LDULULLRDLDULLDDUURRDDUULRDRLRDUURURULRUUDULRRDDDLUDUURUDURUULDDDRULLDLRLDRLDRUUDRUUUDDRDRLRDLLLDDUL
NNTHHNTNNNNNTNNNNNHNHTNNNNNNNNNNNTNNTTTNNNNTNNTNNTNTNTTNTNNNNTTNNNTNHNNNNNTNHHNNNTNHHHNTNTNTNTHHNTTT
