87, 49
87, 48
87, 47
87, 48
87, 49
87, 49
87, 49
87, 48
86, 48
86, 48
86, 49
86, 49
85, 49
85, 48
86, 48
86, 48
85, 48
85, 47
85, 46
85, 46
86, 46
86, 46
87, 46
86, 46
86, 46
85, 46
85, 47
84, 47
83, 47
84, 47
84, 48
84, 48
83, 48
84, 48
85, 48
85, 49
85, 49
85, 48
85, 49
85, 49
85, 48
85, 47
84, 47
84, 47
84, 47
84, 48
84, 48
84, 47
83, 47
82, 47
82, 46
82, 47
82, 47
82, 48
82, 49
82, 48
83, 48
83, 48
84, 48
85, 48
85, 47
85, 46
85, 45
84, 45
83, 45
83, 44
83, 44
83, 44
83, 44
83, 44
83, 43
83, 42
83, 41
83, 41
83, 40
84, 40
83, 40
83, 41
82, 41
82, 40
82, 41
82, 40
82, 40
82, 41
82, 41
81, 41
81, 41
81, 41
81, 41
81, 41
81, 41
82, 41
81, 41
80, 41
81, 41
81, 41
82, 41
82, 42
82, 42
82, 42
82, 42
LLRRRRLULRUULDLULLDDUDUDURUUDRRUDDRRLRULLURURRLUULRURRLDLDDLLLUULDDDDLLLLLDURULRLLRDULLRRLDUUDRDRULU
HTNTTTNHHNNNHHHHNHHNNHNNHNTNTNNNNHNNHNNNNTTTNNTNNNNNTNNNNNHNHTNHTTTTTTNTTNNNNHNHNNNHNTNNTNHNHNNHHHHH
