78, 39
79, 39
79, 40
79, 41
79, 42
79, 43
80, 43
80, 42
81, 42
81, 43
81, 42
82, 42
82, 41
82, 41
82, 42
82, 42
82, 42
82, 42
82, 42
82, 42
82, 42
81, 42
82, 42
82, 42
81, 42
80, 42
79, 42
79, 43
78, 43
79, 43
80, 43
80, 42
79, 42
79, 41
80, 41
80, 40
79, 40
79, 41
79, 42
79, 41
78, 41
78, 41
78, 41
79, 41
78, 41
78, 40
79, 40
78, 40
78, 40
77, 40
78, 40
78, 39
77, 39
77, 39
77, 39
77, 39
77, 39
76, 39
77, 39
76, 39
75, 39
75, 40
74, 40
74, 39
74, 40
74, 39
73, 39
73, 40
72, 40
72, 39
71, 39
70, 39
70, 39
70, 39
69, 39
69, 38
69, 37
68, 37
68, 36
69, 36
68, 36
68, 36
69, 36
69, 35
69, 35
69, 34
69, 35
69, 35
68, 35
67, 35
68, 35
68, 34
69, 34
69, 33
69, 32
69, 32
69, 32
69, 32
69, 33
69, 34
70, 34
DRRRRDLDRLDLURLDRRRRUDRUUURUDDLULDLURRLUURDULDURUDLULLLLUDUURULRLURULUULRULLULDUDDLDLRDUUDLDLLULLRRD
NNNNNTHNNNNTTHNNTNNHNNNHNNNHNNNNNTNNNNNHHHNHTNTTNTTHNTTNHTHNHTHTNTTNNTTTTTTHNNNNNNNNNNNNNNNNNTTTTNNN
