1, 28
1, 29
0, 29
0, 29
1, 29
1, 30
1, 29
0, 29
0, 30
1, 30
0, 30
0, 30
0, 30
1, 30
1, 31
1, 32
1, 32
2, 32
2, 31
1, 31
0, 31
0, 31
1, 31
0, 31
1, 31
1, 30
2, 30
2, 29
1, 29
0, 29
0, 28
0, 28
0, 27
0, 27
0, 27
1, 27
1, 27
0, 27
0, 27
0, 26
0, 25
0, 25
0, 24
1, 24
2, 24
2, 23
1, 23
1, 23
0, 23
0, 22
0, 21
0, 20
0, 20
1, 20
0, 20
1, 20
1, 21
0, 21
0, 22
1, 22
0, 22
0, 23
0, 22
0, 22
1, 22
1, 21
1, 22
1, 23
1, 24
1, 25
1, 24
0, 24
0, 23
0, 23
0, 22
0, 22
0, 22
0, 21
0, 21
0, 21
0, 21
0, 21
0, 21
0, 20
0, 19
0, 20
1, 20
0, 20
0, 20
0, 20
0, 20
0, 21
0, 20
0, 21
0, 22
0, 21
0, 21
0, 20
0, 20
0, 19
1, 19
RUUDRLURDUUUDRRLDLUUUDUDLDLUULLLLUDRUULLULDDLURULLLUDUDRURDURLUDLRRRRLULULURLUUUUULLRDUUUURLRRLULULD
HNNHTHNHTHHHTTNNNNTNNTNTTTHHNTTNNNTTNNTNNTNHNNNNNNNNNNTNNNNNNNNNNHNNNNNNNNHNNNNNNNNNNTNNNHNNNNNNNTNN
