84, 11
84, 11
84, 12
84, 13
83, 13
83, 12
83, 12
83, 12
83, 12
83, 12
83, 12
83, 12
83, 12
83, 12
84, 12
84, 13
83, 13
83, 12
83, 12
83, 13
83, 14
83, 15
83, 14
83, 13
83, 14
83, 13
82, 13
82, 14
82, 13
81, 13
82, 13
82, 13
81, 13
82, 13
82, 12
83, 12
84, 12
84, 11
84, 11
84, 11
84, 11
85, 11
85, 12
85, 11
84, 11
84, 11
84, 12
85, 12
85, 13
84, 13
84, 12
85, 12
85, 12
85, 12
86, 12
87, 12
87, 11
87, 12
87, 11
87, 12
86, 12
87, 12
86, 12
86, 11
87, 11
87, 12
87, 11
86, 11
85, 11
85, 12
85, 11
84, 11
85, 11
85, 12
86, 12
85, 12
85, 13
86, 13
86, 12
86, 11
85, 11
85, 11
85, 10
85, 10
85, 10
85, 10
85, 10
85, 11
86, 11
87, 11
87, 12
87, 13
86, 13
86, 14
85, 14
84, 14
84, 13
85, 13
85, 12
85, 13
86, 13
URRULLDLLLLLLDRULLRRRLLRLURLUDLUDLDDLULUDRLULRDRULDLRDDLRLRUDULDRLUURLUDRDURDLLURLUUUURDDRRURUULDLRD
NTTNHHHHHHHHHTTNHHTNNNNNNTTTNTTHTTHTNNNNNTNTTTTTTTTTTTNNNNNTNTNNNNNNNNNNTTTTNTNNHTTTTTNNNNTNNNNTTTTH
