50, 6
50, 7
50, 8
51, 8
51, 7
52, 7
52, 7
52, 6
52, 6
52, 7
51, 7
51, 7
50, 7
51, 7
50, 7
51, 7
51, 7
52, 7
52, 6
53, 6
53, 5
53, 6
52, 6
53, 6
53, 7
53, 8
53, 8
52, 8
52, 8
53, 8
53, 8
53, 8
52, 8
53, 8
52, 8
53, 8
53, 7
52, 7
52, 8
52, 8
52, 7
52, 6
52, 6
53, 6
54, 6
53, 6
54, 6
55, 6
56, 6
56, 5
56, 6
56, 5
56, 4
56, 4
55, 4
55, 4
55, 3
56, 3
55, 3
55, 2
55, 2
55, 3
54, 3
54, 3
55, 3
55, 4
55, 4
55, 3
55, 4
55, 3
55, 4
55, 4
56, 4
56, 4
56, 4
56, 4
56, 3
55, 3
55, 2
55, 3
54, 3
54, 3
54, 2
54, 3
54, 3
54, 2
55, 2
54, 2
55, 2
55, 2
55, 1
55, 0
55, 0
55, 0
56, 0
57, 0
57, 0
57, 0
58, 0
57, 0
56, 0
RRDLDRLURURUDUDLDLDLRUDRRDURDDDUDUDLURDLLLDDUDDDLRLLDUULDULLRULDRLLRLRRDDDLLULRURLRRLDUDDLLLLDDLLDUU
HNTNHHHHHTHHTHTTHHNNNHNHNNNTNNHNNNNNHNNHHTNTNTHNNNTHHHHHHTNNHNNTHHHHHHHHNHHHHNHNNNNNHNNNHHNNNNNNNNNN
